tipoProducto,codigoDncp,nombre,estado,codigo,mapa,clasificadorProducto,subclasificadorProducto,concentracion,formaFarmaceutica,presentacion,codigoGrupoFarmacologico,nombreGrupoFarmacologico,codigoSubgrupoFarmacologico,nombreSubgrupoFarmacologico,tipoAdquisicion,id
"MEDICAMENTO","","FORMULA SEMIELEMENTAL SIN LACTOSA","HABILITADO","4632","false","","","HIOPOALERGENICA, PROTEINA DE SUERO EXTENSAMENTE HIDROLIZADA, TRIGLICERIDOS DE CADENA MEDIA LIBRE DE LACTOSA Y ZACAROSA  CON MALTODEXTRINA, OSMOLARIDAD ENTRE 180 Y 210 MOSM/ LITRO, ENTRE 480 Y 510 KCAL/ 100 MG _","POLVO","FRASCO X 400 GR","","","","","DONACION","47938",
"MEDICAMENTO","","ETANOL/ALCOHOL RECTIFICADO","HABILITADO","4647","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","70 %","SOLUCION","FRASCO X 1000 ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47939",
"MEDICAMENTO","","ACIDO VALPROICO O VALPROATO SODICO","HABILITADO","4656","false","","","100 MG/ML _","INYECTABLE","AMPOLLA","","","","","DONACION","47940",
"MEDICAMENTO","","POLIGELINA","HABILITADO","4657","false","","","3,5 % (GELATINA 3,5 G CNA 0,856 G,CLK 0,038 G+CLCA 0,07 G) %","INYECTABLE","FRASCO 500 ML","","","","","DONACION","47941",
"MEDICAMENTO","","METILFENIDATO","HABILITADO","4658","false","","","100 MG _","COMPRIMIDO","COMPRIMIDO","","","","","DONACION","47942",
"MEDICAMENTO","","ACIDO IOXITALÁMICO (IOXITALAMATO DE MEGLUMINA)","HABILITADO","4659","false","","","350 MG/ML","SOLUCIÓN INYECTABLE","FRASCO 50ML","","","","","DONACION","47943",
"MEDICAMENTO","","FORMULA POLIMERICA HIPERCALORICA","HABILITADO","4660","false","","","1 CAL/ML-12% DE PROTEINAS,43% DE CARBOHIDRATOS, 40% DE LIPIDOS, 325 MOSN/L (PORCENTAJE MINIMOS) _","POLVO","POTE X 400 GR","","","","","DONACION","47944",
"MEDICAMENTO","","IMIGLUCERASE","HABILITADO","4692","false","","","400 UI/ VIAL _","INYECTABLE","FCO. AMPOLLA","","","","","DONACION","47945",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","HABILITADO","4742","false","","","50 %","INYECTABLE","FRASCO 500 ML","","","","","DONACION","47946",
"MEDICAMENTO","","CLARITROMICINA","HABILITADO","4760","false","","","500 MG __","COMPRIMIDO","BLISTER X 16","","","","","DONACION","47947",
"MEDICAMENTO","","OMEPRAZOL","HABILITADO","4767","false","",""," 20 MG __","COMPRIMIDO","BLISTER X 7","","","","","DONACION","47948",
"MEDICAMENTO","","CALCIO (CARBONATO)","DESHABILITADO","4796","false","","","1250 MG _","COMPRIMIDOS MASTICABLES","TIRAS X 5","","","","","DONACION","47949",
"MEDICAMENTO","51101550-005","CEFALEXINA","HABILITADO","4799","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO"," 500 MG  __","CAPSULA","UNIDAD","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47950",
"MEDICAMENTO","","OMEPRAZOL","HABILITADO","4842","false","","","40 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47951",
"MEDICAMENTO","","CITALOPRAM","HABILITADO","4843","false","",""," 20 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47952",
"MEDICAMENTO","","ETILEFRINA (CLORHIDRATO)","HABILITADO","4845","false","","","5 MG __","COMPRIMIDO SUBLINGUAL","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47953",
"MEDICAMENTO","","TELMISALTAN","HABILITADO","4846","false","","","40 MG __","COMPRIMIDO","CAJA X 40","","","","","DONACION","47954",
"MEDICAMENTO","","PARACETAMOL (ACETAMINOFENO)","HABILITADO","4847","false","","","1000 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47955",
"MEDICAMENTO","","IVABRADINA","HABILITADO","4848","false","","","7,5 MG _","COMPRIMIDO","CAJA X 30","","","","","DONACION","47956",
"MEDICAMENTO","","PSEUDOEFEDRINA HCL + AMBROXOL HCL","HABILITADO","4849","false","","","7,5 MG + 15 MG _","JARABE","FRASCO 100ML","","","","","DONACION","47957",
"MEDICAMENTO","","PSEUDOEFEDRINA (CLORHIDRATO) + CLORFENIRAMINA (MALEATO)","HABILITADO","4850","false","","","60 MG + 4 MG _","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47958",
"MEDICAMENTO","","PSEUDOEFEDRINA (CLORHIDRATO) + CLORFENIRAMINA (MALEATO)","HABILITADO","4851","false","","","30 MG + 2 MG _","JARABE","FRASCO 100ML","","","","","DONACION","47959",
"MEDICAMENTO","","ACICLOVIR","HABILITADO","4852","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO"," 500 MG  __","INYECTABLE","FRASCO AMPOLLA","","ANTIINFECCIOSOS PARA USO SISTEMICO","","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","DONACION","47960",
"MEDICAMENTO","","SULFATO DE MORFINA","HABILITADO","4854","false","","","1MG/ML __","INYECTABLE","AMPOLLA X 2 ML","","","","","DONACION","47961",
"MEDICAMENTO","","CODEINA FOSFATO + PARACETAMOL","HABILITADO","4855","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","30 MG + 500 MG __","COMPRIMIDO EFERVESCENTE","TUBO X 16","","SISTEMA NERVIOSO","","MEDICAMENTO -ANALGÉSICOS","DONACION","47962",
"MEDICAMENTO","","PARACETAMOL (ACETAMINOFENO)","HABILITADO","4856","false","","","500 MG __","COMPRIMIDO","BLISTER X 6","","","","","DONACION","47963",
"MEDICAMENTO","","LAMOTRIGINA","HABILITADO","4860","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","25 MG _","COMPRIMIDO","UNIDAD","","SISTEMA NERVIOSO","","MEDICAMENTO -ANTIEPILÉPTICOS","DONACION","47964",
"MEDICAMENTO","","LAMOTRIGINA","HABILITADO","4861","false","SISTEMA NERVIOSO","MEDICAMENTO -ANTIEPILÉPTICOS","50 MG __","COMPRIMIDO","UNIDAD","","SISTEMA NERVIOSO","","MEDICAMENTO -ANTIEPILÉPTICOS","DONACION","47965",
"MEDICAMENTO","","CEFALEXINA","HABILITADO","4868","false","","","500 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47966",
"MEDICAMENTO","","CITICOLINA","HABILITADO","4869","false","","","100 MG _","COMPRIMIDO","TIRAS X 10 UNIDAD","","","","","DONACION","47967",
"MEDICAMENTO","","AMOXICILINA + CLAVULANATO POTASICO","HABILITADO","4870","false","","","600 MG __","LIQUIDO ORAL","FRASCO X 200ML","","","","","DONACION","47968",
"MEDICAMENTO","","SIMVASTATIN","HABILITADO","4871","false","MEDICAMENTO -VARIOS","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","20 MG _","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","MEDICAMENTO -VARIOS","","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","DONACION","47969",
"MEDICAMENTO","","FLUOXETINA (CLORHIDRATO)","HABILITADO","4872","false","","","40 MG __","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","47970",
"MEDICAMENTO","","METFORMINA","HABILITADO","4873","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -MEDICAMENTOS USADOS EN DIABETES","1000 MG __","COMPRIMIDO","FRASCO X 1000 COMPRIMIDOS","A","TRACTO ALIMENTARIO Y METABOLISMO","10","MEDICAMENTO -MEDICAMENTOS USADOS EN DIABETES","LISTADO BASICO","47971",
"MEDICAMENTO","","AMLODIPINA (BESILATO)","HABILITADO","4874","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -BETA-BLOQUEANTES","5MG _","COMPRIMIDO","FRASCO X 300 COMPRIMIDOS","C","SISTEMA CARDIOVASCULAR","8","MEDICAMENTO -BETA-BLOQUEANTES","LISTADO BASICO","47972",
"MEDICAMENTO","","AMOXICILINA + CLAVULANATO POTASICO","HABILITADO","4888","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","400 MG _","COMPRIMIDO","FRASCO X 20 COMPRIMIDOS","","ANTIINFECCIOSOS PARA USO SISTEMICO","","MEDICAMENTO -ANTIVIRALES DE USO SISTÉMICO","DONACION","47973",
"MEDICAMENTO","","BACLOFENO","HABILITADO","4889","false","","","10 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","47974",
"MEDICAMENTO","","BENAZEPRIL HIDROCLOROTIAZIDA","HABILITADO","4890","false","","","10 MG _","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","47975",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4893","false","",""," 5 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47976",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4894","false","","","10 MG _","COMPRIMIDO","CAJA X 30","","","","","DONACION","47977",
"MEDICAMENTO","","DICLOFENAC SODICO","HABILITADO","4895","false","","","50 MG  __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47978",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4896","false","","","50 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","47979",
"MEDICAMENTO","","DICLOFENAC POTASICO","HABILITADO","4897","false","","","100 MG _","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","","","","DONACION","47980",
"MEDICAMENTO","","TELMISARTAN","HABILITADO","4898","false","","","40 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47981",
"MEDICAMENTO","","REPAGLINIDA","HABILITADO","4899","false","","","1 MG __","COMPRIMIDO","CAJA X 30","","","","","DONACION","47982",
"MEDICAMENTO","","AMOXICILINA","HABILITADO","4900","false","","","875 MG _","COMPRIMIDO","CAJA X 15","","","","","DONACION","47983",
"MEDICAMENTO","","ETILEFRINA (CLORHIDRATO)","HABILITADO","4901","false","","","10 MG _","LIQUIDO","FRASCO GOTERO X 15 ML","","","","","DONACION","47984",
"MEDICAMENTO","","SULFAMETOXAZOL+TRIMETOPRIM+BROMEXINA+DEXTROMETORFANO","HABILITADO","4902","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","400 MG + 80 MG.+ 8 MG.+ 15 MG. _","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","ANTIINFECCIOSOS PARA USO SISTEMICO","","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","DONACION","47985",
"MEDICAMENTO","","FEXOFENADINA","HABILITADO","4904","false","","","120 MG _","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","","","","DONACION","47986",
"MEDICAMENTO","","FEXOFENADINA CLORHIDRATO + PSEUDOEFEDRINA","HABILITADO","4905","false","MEDICAMENTO -VARIOS","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","60 MG. + 120 MG. _","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","MEDICAMENTO -VARIOS","","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","DONACION","47987",
"MEDICAMENTO","","CINARIZINA","HABILITADO","4906","false","","","75 MG __","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","","","","DONACION","47988",
"MEDICAMENTO","","MELOXICAM","HABILITADO","4907","false","MEDICAMENTO -VARIOS","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","15 MG. _","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","MEDICAMENTO -VARIOS","","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","DONACION","47989",
"MEDICAMENTO","","CETIRIZINA","HABILITADO","4908","false","SISTEMA RESPIRATORIO","MEDICAMENTO -OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO","10 MG _","COMPRIMIDO","CAJA X 10 COMPRIMIDOS","","SISTEMA RESPIRATORIO","","MEDICAMENTO -OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO","DONACION","47990",
"MEDICAMENTO","","ACIDO ACETIL SALICILICO","HABILITADO","4909","false","MEDICAMENTO -VARIOS","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","100 MG _","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","MEDICAMENTO -VARIOS","","MEDICAMENTO -TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS","DONACION","47991",
"MEDICAMENTO","","FORMULA PARA LACTANTE LLAMADA DE SEGUIMIENTO 2 (6 A 12 MESES)","HABILITADO","4917","false","","","670 CAL/L _","POLVO","FRASCO X 400 GR","","","","","DONACION","47992",
"MEDICAMENTO","","ATORVASTATINA","HABILITADO","4927","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -ANGENTES QUE REDUCEN LOS LÍPIDOS SÉRICOS","40 MG __","COMPRIMIDO","BLISTER X 10","C","SISTEMA CARDIOVASCULAR","10","MEDICAMENTO -ANGENTES QUE REDUCEN LOS LÍPIDOS SÉRICOS","LISTADO BASICO","47993",
"MEDICAMENTO","","VINORELBINA","HABILITADO","4928","false","","","50 MG/ 5 ML __","INYECTABLE","VIALS","","","","","DONACION","47994",
"MEDICAMENTO","","DOCETAXEL","HABILITADO","4929","false","","","80 MG / 8 ML _","INYECTABLE","VIALS","","","","","DONACION","47995",
"MEDICAMENTO","","DOCETAXEL","HABILITADO","4930","false","","","20 MG / 2 ML _","INYECTABLE","VIALS","","","","","DONACION","47996",
"MEDICAMENTO","","DOCETAXEL","HABILITADO","4931","false","","","160 MG / ML _","INYECTABLE","VIALS","","","","","DONACION","47997",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4933","false","","","10 MG _","COMPRIMIDO","BLISTER X 6","","","","","DONACION","47998",
"MEDICAMENTO","","ETILEFRINA (CLORHIDRATO)","HABILITADO","4934","false","",""," 5 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","47999",
"MEDICAMENTO","","ENOXAPARINA","HABILITADO","4935","false","","","20 MG _","INYECTABLE","JERINGA PRECARGADA","","","","","DONACION","48000",
"MEDICAMENTO","","ONDANSETRON","HABILITADO","4936","false","","","8 MG _","COMPRIMIDO SUBLINGUAL","TABLETAS","","","","","DONACION","48001",
"MEDICAMENTO","","ONDANSETRON","HABILITADO","4937","false","","","4 MG __","COMPRIMIDO SUBLINGUAL","TABLETAS","","","","","DONACION","48002",
"MEDICAMENTO","","CITALOPRAM","HABILITADO","4938","false","","","10 MG _","COMPRIMIDO","BLISTER","","","","","DONACION","48003",
"MEDICAMENTO","","NORADRENALINA","HABILITADO","4939","false","","","4 MG __","INYECTABLE","AMPOLLA","","","","","DONACION","48004",
"MEDICAMENTO","","GABAPENTINA","HABILITADO","4940","false","","","300 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","48005",
"MEDICAMENTO","","ACIDO ASCORBICO (VITAMINA C)","HABILITADO","4941","false","","","100 MG _","SOLUCION","FRASCO GOTERO X 30 ML","","","","","DONACION","48006",
"MEDICAMENTO","","ALENDRONATO","HABILITADO","4942","false","","","70 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","48007",
"MEDICAMENTO","","IMIQUIMOD","HABILITADO","4943","false","","","5 % _","CREMA","FRASCO X 5 GR","","","","","DONACION","48008",
"MEDICAMENTO","","QUETIAPINA","HABILITADO","4944","false","","","400 MG _","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","48009",
"MEDICAMENTO","","QUETIAPINA","HABILITADO","4945","false","","","200 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","48010",
"MEDICAMENTO","","METFORMINA","HABILITADO","4946","false","","","1000 MG __","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48011",
"MEDICAMENTO","","QUETIAPINA","HABILITADO","4947","false","","","100 MG _","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48012",
"MEDICAMENTO","","IRBESARTAN","HABILITADO","4948","false","","","150 MG __","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48013",
"MEDICAMENTO","","COLCHICINA","HABILITADO","4949","false","","","1 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","48014",
"MEDICAMENTO","","CITICOLINA","HABILITADO","4950","false","",""," 500 MG  __","INYECTABLE","AMPOLLA X 2,5 ML","","","","","DONACION","48015",
"MEDICAMENTO","","AMOXICILINA","HABILITADO","4951","false","","","750 MG __","SUSPENSION","FRASCO X 70 ML","","","","","DONACION","48016",
"MEDICAMENTO","","CLORURO DE POTASIO","HABILITADO","4952","false","","","600 MG __","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48017",
"MEDICAMENTO","","PIOGLITASONA","HABILITADO","4953","false","","","15 MG __","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48018",
"MEDICAMENTO","51201503-001","MICOFENOLATO DE MOFETILO","HABILITADO","4954","false","",""," 500 MG  __","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48019",
"MEDICAMENTO","","IRBESARTAN + HIDROCLOROTIAZIDA","HABILITADO","4955","false","","","150 MG + 12,5 MG _","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48020",
"MEDICAMENTO","","EZETIMIBE - ASTORVASTATINA","HABILITADO","4956","false","","","10 MG _","COMPRIMIDO","CAJA X 30 COMPRIMIDOS","","","","","DONACION","48021",
"MEDICAMENTO","","MELOXICAM","HABILITADO","4957","false","","","15 MG __","COMPRIMIDO","CAJA X  20 COMPRIMIDOS","","","","","DONACION","48022",
"MEDICAMENTO","","NEOMICINA + SULFADIAZINA + BENZOCAINA + ALANTOINA","HABILITADO","4958","false","","","3,5 MG + 150 MG + 3 MG + 8 MG _","CARAMELO","CAJA X 120 CARAMELOS","","","","","DONACION","48023",
"MEDICAMENTO","","TIAMINA - DICLOFENAC - CIANOCOBALAMINA - PIRIDOXINA - BETAMETASONA","HABILITADO","4959","false","","","AMPOLLA 1 (TIAMINA 100MG + PIRIDOXINA 100 MG + CIANOCOBALAMINA 10 MG) + AMPOLLA 2 (DICLOFENAC SODIC O 75 MG + BETAMETASONA 2 MG) _","INYECTABLE","AMPOLLA X 3 ML","","","","","DONACION","48024",
"MEDICAMENTO","","ESCITALOPRAM","HABILITADO","4960","false","","","10 MG _","COMPRIMIDO","BLISTER","","","","","DONACION","48025",
"MEDICAMENTO","","NOREPINEFRINA","HABILITADO","4961","false","","","4 MG __","INYECTABLE","AMPOLLA X 4 ML","","","","","DONACION","48026",
"MEDICAMENTO","","CELECOXIB - PARACETAMOL","HABILITADO","4962","false","","","100 MG + 500 MG _","CAPSULA","CAJA X 30","","","","","DONACION","48027",
"MEDICAMENTO","","ACICLOVIR","HABILITADO","4963","false","","","200 MG __","CAPSULA","FRASCO X 500 CAPSULAS","","","","","DONACION","48028",
"MEDICAMENTO","","AMLODIPINA (BESILATO)","HABILITADO","4964","false","","","10 MG _","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48029",
"MEDICAMENTO","","AMOXICILINA","HABILITADO","4965","false","","","200 MG/ 5 ML _","LIQUIDO ORAL","FRASCO X 75 ML","","","","","DONACION","48030",
"MEDICAMENTO","","AZITROMICINA","HABILITADO","4966","false","","","100 MG / 5 ML _","LIQUIDO ORAL","FRASCO","","","","","DONACION","48031",
"MEDICAMENTO","","CICLOBENZAPRINA","HABILITADO","4967","false","","","10 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48032",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4968","false","","","10 MG _","COMPRIMIDO","FRASCO X 5000 COMPRIMIDOS","","","","","DONACION","48033",
"MEDICAMENTO","","ENALAPRIL (MALEATO)","HABILITADO","4969","false","","","20 MG _","COMPRIMIDO","FRASCO X 5000 COMPRIMIDOS","","","","","DONACION","48034",
"MEDICAMENTO","","LABETALOL (CLORHIDRATO)","HABILITADO","4970","false","","","100 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48035",
"MEDICAMENTO","","LABETALOL (CLORHIDRATO)","HABILITADO","4971","false","","","100 MG _","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48036",
"MEDICAMENTO","","LOSARTAN + HIDROCLOROTIAZIDA","HABILITADO","4972","false","","","100 MG + 25 MG _","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48037",
"MEDICAMENTO","","METFORMINA","HABILITADO","4973","false","",""," 500 MG  __","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48038",
"MEDICAMENTO","","METFORMINA","HABILITADO","4974","false","","","850 MG __","COMPRIMIDO","FRASCO X 1000 COMPRIMIDOS","","","","","DONACION","48039",
"MEDICAMENTO","","METRONIDAZOL","HABILITADO","4975","false","","","250 MG __","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48040",
"MEDICAMENTO","","OXAPROZIN","HABILITADO","4976","false","","","600 MG __","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48041",
"MEDICAMENTO","","BUPROPION (CLORHIDRATO)","HABILITADO","4977","false","","","100 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48042",
"MEDICAMENTO","","ESCITALOPRAM","HABILITADO","4978","false","","","10 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48043",
"MEDICAMENTO","","OLANZAPINA","HABILITADO","4979","false","",""," 5 MG __","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48044",
"MEDICAMENTO","","QUETIAPINA","HABILITADO","4980","false","","","100 MG _","COMPRIMIDO","FRASCO X 1000 COMPRIMIDOS","","","","","DONACION","48045",
"MEDICAMENTO","","TEMOZOLAMIDA","HABILITADO","4981","false","",""," 5 MG __","COMPRIMIDO","FRASCO X 14 COMPRIMIDO","","","","","DONACION","48046",
"MEDICAMENTO","","METOTREXATO","HABILITADO","4982","false","","","200 MG / ML _","INYECTABLE","AMPOLLA X 10 ML","","","","","DONACION","48047",
"MEDICAMENTO","","ALLOPURINOL","HABILITADO","4983","false","","","100 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48048",
"MEDICAMENTO","","ALLOPURINOL","HABILITADO","4984","false","","","300 MG __","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48049",
"MEDICAMENTO","","CARVEDILOL","HABILITADO","4985","false","","","25 MG _","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48050",
"MEDICAMENTO","","LAMOTRIGINA","HABILITADO","4986","false","",""," 5 MG __","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48051",
"MEDICAMENTO","","PIOGLITASONA","HABILITADO","4987","false","","","45 MG _","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48052",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","4988","false","","","25 MG _","COMPRIMIDO","FRASCO X 60 COMPRIMIDOS","","","","","DONACION","48053",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","4989","false","","","50 MG __","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48054",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","4990","false","","","50 MG  __","COMPRIMIDO","FRASCO X 60 COMPRIMIDOS","","","","","DONACION","48055",
"MEDICAMENTO","","AMOXICILINA + CLAVULANATO POTASICO","HABILITADO","4991","false","","","600 MG + 42,9 MG/5ML _","SUSPENSION","FRASCO X 75 ML","","","","","DONACION","48056",
"MEDICAMENTO","","AMOXICILINA + CLAVULANATO POTASICO","HABILITADO","4992","false","","","875 MG + 125 MG _","COMPRIMIDO","FRASCO X 20 COMPRIMIDOS","","","","","DONACION","48057",
"MEDICAMENTO","","FAMCICLOVIR","HABILITADO","4993","false","",""," 500 MG  __","COMPRIMIDO","FRASCO X 30 COMPRIMIDOS","","","","","DONACION","48058",
"MEDICAMENTO","","GLIBURIDA","HABILITADO","4994","false","","","2,5 MG _","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48059",
"MEDICAMENTO","","MONTELUKAST","HABILITADO","4995","false","","","4 MG __","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48060",
"MEDICAMENTO","","MONTELUKAST","HABILITADO","4996","false","",""," 5 MG __","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48061",
"MEDICAMENTO","","MONTELUKAST","HABILITADO","4997","false","","","10 MG _","COMPRIMIDO","FRASCO X 90 COMPRIMIDOS","","","","","DONACION","48062",
"MEDICAMENTO","","MONTELUKAST","HABILITADO","4998","false","","","10 MG _","COMPRIMIDO","FRASCO X 30 COMPRIMIDOS","","","","","DONACION","48063",
"MEDICAMENTO","","NAPROXENO SODICO","HABILITADO","4999","false","","","275 MG _","COMPRIMIDO","FRASCO X 500 COMPRIMIDOS","","","","","DONACION","48064",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","5000","false","","","200 MG __","COMPRIMIDO","FRASCO X 60 COMPRIMIDOS","","","","","DONACION","48065",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","5001","false","","","25 MG _","COMPRIMIDO","FRASCO X 1000 COMPRIMIDOS","","","","","DONACION","48066",
"MEDICAMENTO","","TOPIRAMATO","HABILITADO","5002","false","","","50 MG __","COMPRIMIDO","FRASCO X 1000 COMPRIMIDOS","","","","","DONACION","48067",
"MEDICAMENTO","","ANAGRELIDE","HABILITADO","5003","false","","","0,5 MG __","COMPRIMIDO","FRASCO X 100 COMPRIMIDOS","","","","","DONACION","48068",
"MEDICAMENTO","","PODOFILOX","HABILITADO","5004","false","","","0,5 %","GEL","FRASCO","","","","","DONACION","48069",
